ENTRY	DEFINITION	EC
K23187	ferric enterobactin transport system permease protein
K23188	ferric enterobactin transport system ATP-binding protein	7.2.2.17
K23189	O26/O145-antigen biosynthesis N-acetyl-L-fucosamine transferase
K23190	O26-antigen biosynthesis rhamnosyltransferase
K23191	O145-antigen biosynthesis Neu5Ac transferase
K23192	myelin transcription factor 1
K23193	myelin transcription factor 1-like protein
K23194	transcriptional repressor p66
K23195	transcriptional repressor CTCF
K23196	zinc finger and BTB domain-containing protein 18/42
K23197	O7-antigen biosynthesis N-acetylviosaminyltransferase
K23198	O7-antigen biosynthesis rhamnosyltransferase
K23199	O7-antigen biosynthesis mannosyltransferase
K23200	putative arabinosyltransferase	2.4.2.-
K23201	O17/O44/073/077/0106-antigen biosynthesis mannosyltransferase
K23202	O17/O44/073/077/0106-antigen biosynthesis mannosyltransferase
K23203	THAP domain-containing protein 1/3
K23204	THAP domain-containing protein 2
K23205	THAP domain-containing protein 4
K23206	THAP domain-containing protein 5/8
K23207	THAP domain-containing protein 6
K23208	THAP domain-containing protein 7
K23209	DNA transposase THAP9	2.7.7.-
K23210	THAP domain-containing protein 10
K23211	THAP domain-containing protein 11
K23212	HSV tegument protein VP11/12
K23213	paired amphipathic helix protein Sin3b
K23214	autism susceptibility gene 2 protein
K23215	bcl-6 corepressor
K23216	SET domain-containing protein 5
K23217	SET-binding protein
K23218	zinc finger MYND domain-containing protein 11
K23219	methyl-CpG-binding domain protein 5
K23220	ligand-dependent nuclear receptor-interacting factor 1
K23221	nuclear apoptosis-inducing factor 1
K23222	nuclease HARBI1	3.1.-.-
K23223	polyamine-modulated factor 1-binding protein 1
K23224	spermatogenesis-associated protein 6
K23225	DNA-binding protein SATB1
K23226	DNA-binding protein SATB2
K23227	ferric hydroxamate transport system substrate-binding protein
K23228	ferric hydroxamate transport system permease protein
K23229	O55-antigen biosynthesis glycosyltransferase
K23230	O55-antigen biosynthesis beta-1,3-galactosyltransferase
K23231	7beta-hydroxysteroid dehydrogenase (NADP+)	1.1.1.201
K23232	8-hydroxygeraniol dehydrogenase	1.1.1.324
K23233	D-octopine dehydrogenase	1.5.1.11
K23234	aminomuconate-semialdehyde dehydrogenase	1.2.1.32
K23235	tauropine dehydrogenase	1.5.1.23
K23236	two-component-system connector protein SafA
K23237	AraC family transcriptional regulator, melibiose operon regulatory protein
K23238	RpiR family transcriptional regulator, repressor of rpiB and als operon
K23239	FrmR/RcnR family transcriptional regulator, repressor of frmRAB operon
K23240	FrmR/RcnR family transcriptional regulator, repressor of rcnA expression
K23241	MFS transporter, DHA1 family, multidrug resistance protein
K23242	manganese efflux pump family protein
K23243	nickel/cobalt homeostasis protein
K23244	D-apiose dehydrogenase	1.1.1.420
K23245	D-apionate oxidoisomerase	1.1.1.421
K23246	D-apionolactonase	3.1.1.115
K23247	3-oxoisoapionate kinase	2.7.1.231
K23248	3-oxoisoapionate decarboxylase	4.1.1.120
K23249	O104-antigen biosynthesis alpha-2,3-NeuNAc transferase
K23250	O104-antigen biosynthesis alpha-1,4-galactosyltransferase
K23251	O104-antigen biosynthesis beta-1,3-galactosyltransferase
K23252	dolichol phosphate-mannose mannosyltransferase	2.4.1.-
K23253	PucR family transcriptional regulator, proline-responsive transcriptional activator
K23254	P-type Ag+ transporter	7.2.2.15
K23255	archaeal type IV pilus assembly protein PilA
K23256	NADPH-dependent curcumin reductase	1.3.1.-
K23257	methylglyoxal/glyoxal reductase	1.1.1.283 1.1.1.-
K23258	8-oxo-(d)GTP phosphatase	3.6.1.69
K23259	isopropanol dehydrogenase (NADP+)	1.1.1.80
K23260	scopoletin glucosyltransferase	2.4.1.128
K23261	cyanidin 3-O-rutinoside 5-O-glucosyltransferase	2.4.1.116
K23262	gas vesicle structural protein
K23263	gas vesicle minor protein
K23264	phosphoribosylformylglycinamidine synthase subunit PurS	6.3.5.3
K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase	6.3.5.3 3.5.1.2
K23266	retinoic acid receptor responder protein 3
K23267	serum amyloid P component
K23268	V-type immunoglobulin domain-containing suppressor of T-cell activation
K23269	phosphoribosylformylglycinamidine synthase subunit PurL	6.3.5.3
K23270	phosphoribosylformylglycinamidine synthase subunit PurSL	6.3.5.3
K23271	erythritol/L-threitol dehydrogenase	1.1.1.-
K23272	pyranose oxidase	1.1.3.10
K23273	fructose 5-dehydrogenase large subunit	1.1.99.11
K23274	fructose 5-dehydrogenase small subunit	1.1.99.11
K23275	fructose 5-dehydrogenase cytochrome subunit
K23276	7-deoxyloganate 7-hydroxylase	1.14.14.85
K23277	anthranilate N-benzoyltransferase	2.3.1.144
K23278	phosphatidylethanolamine N-acyltransferase	2.3.1.-
K23279	gallate 1-beta-glucosyltransferase	2.4.1.136
K23280	rhamnogalacturonan I rhamnosyltransferase	2.4.1.351
K23281	vacuolar protein sorting-associated protein 33B
K23282	pleckstrin homology domain-containing family M member 1
K23283	RUN and SH3 domain-containing protein 1
K23284	C1q-related factor
K23285	PTB domain-containing engulfment adapter protein 1
K23286	neurobeachin-like protein 1/2
K23287	VPS33B-interacting protein in polarity and apical restriction
K23288	syndetin
K23289	EARP and GARP complex-interacting protein 1
K23290	phosphofurin acidic cluster sorting protein 1
K23291	iporin
K23292	endoplasmic reticulum junction formation protein lunapark
K23293	regulator of microtubule dynamics protein 3
K23294	phosphofurin acidic cluster sorting protein 2
K23295	KICSTOR complex protein kaptin
K23296	KICSTOR complex protein ITFG2
K23297	KICSTOR complex protein C12orf66
K23298	KICSTOR complex protein SZT2
K23299	WD repeat and FYVE domain-containing protein 1
K23300	menaquinone reductase, multiheme cytochrome c subunit	1.97.-.-
K23301	menaquinone reductase, iron-sulfur cluster-binding subunit	1.97.-.-
K23302	menaquinone reductase, molybdopterin-binding-like subunit
K23303	menaquinone reductase, integral membrane subunit
K23304	serine O-acetyltransferase	2.3.1.30
K23305	PadR family transcriptional regulator, activator of gas vesicle formation
K23306	bacteriorhodopsin-regulating zinc finger protein
K23307	gas vesicle operon resressor
K23308	nuclear fragile X mental retardation-interacting protein 1
K23309	zinc finger HIT domain-containing protein 3
K23310	PHD finger protein 6
K23311	CST complex subunit CTC1
K23312	CST complex subunit STN1
K23313	CST complex subunit TEN1
K23314	telomerase Cajal body protein 1
K23315	chemotactic signal transduction system substrate-binding protein BasB
K23316	chemotactic signal transduction system substrate-binding protein CosB
K23317	metal regulatory transcription factor 1
K23318	gremlin
K23319	flavine halogenase	1.14.14.-
K23320	aspirochlorine biosynthesis cytochrome P450 monooxygenase	1.-.-.-
K23321	aspirochlorine biosynthesis cytochrome P450 monooxygenase	1.-.-.-
K23322	aspirochlorine biosynthesis cytochrome P450 monooxygenase	1.-.-.-
K23323	gliotoxin/aspirochlorine biosynthesis O-methyltransferase	2.1.1.-
K23324	ectodysplasin-A receptor-associated adapter protein
K23325	transducin beta-like protein 2
K23326	cyclin K
K23327	protein Hikeshi
K23328	dentin matrix acidic phosphoprotein 1
K23329	ATP-binding cassette, subfamily B, vacuolar membrane transporter HMT1/ACLQ
K23330	leucine-zipper-like transcriptional regulator 1
K23331	DDB1- and CUL4-associated factor 17
K23332	RING finger and SPRY domain-containing protein 1
K23333	E3 ubiquitin-protein transferase RMND5	2.3.2.27
K23334	Ran-binding protein 9/10
K23335	glucose-induced degradation protein 4
K23336	armadillo repeat-containing protein 8
K23337	muskelin
K23338	glucose-induced degradation protein 8
K23339	protein yippee-like 5
K23340	transmembrane and ubiquitin-like domain-containing protein
K23341	erlin
K23342	fibrillin 2/3
K23343	coiled-coil domain-containing protein 22
K23344	DDRGK domain-containing protein 1
K23345	glomulin
K23346	keratinocyte differentiation factor 1
K23347	probable Kdp system regulatory protein
K23348	HTH-type transcriptional regulator, dimethyl sulfoxide reductase transcription regulator
K23349	putative dimethyl sulfoxide reductase chaperone
K23351	glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma
K23352	glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta
K23353	PDZ and LIM domain protein 1/2/3/4
K23354	LIM and senescent cell antigen-like-containing domain protein 1/2
K23355	tubulinyl-Tyr carboxypeptidase	3.4.17.17
K23356	HTH-type transcriptional regulator, sugar sensing transcriptional regulator
K23357	small vasohibin-binding protein
K23358	transcription initiation factor TFIID subunit 1, fungi type	2.3.1.48
K23359	biuret amidohydrolase	3.5.1.84
K23360	methylmalonyl-CoA decarboxylase subunit epsilon
K23361	MFS transporter, DHA1 family, staphyloferrin B biosynthesis exporter
K23362	ethanolamine phosphate phosphodiesterase	3.1.-.-
K23363	isoeugenol monooxygenase	1.13.11.88
K23364	luteothin monooxygenase	1.14.15.37
K23365	5-hydroxydodecatetraenal polyketide synthase CpkA	2.3.1.281
K23366	5-hydroxydodecatetraenal polyketide synthase CpkB	2.3.1.281
K23367	5-hydroxydodecatetraenal polyketide synthase CpkC	2.3.1.281
K23368	thyroid receptor-interacting protein 11
K23369	ADAMTS-like protein 4
K23370	L-serine kinase (ADP)	2.7.1.226
K23371	L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator	2.7.1.225
K23372	L-2,3-diaminopropanoate---citrate ligase	6.3.2.54
K23373	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase	4.1.1.117
K23374	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase	6.3.2.55
K23375	staphyloferrin B synthase	6.3.2.56
K23376	staphyloferrin B biosynthesis citrate synthase
K23377	thrombospondin type-1 domain-containing protein 4
K23378	feruloyl-CoA 6-hydroxylase / trans-4-coumaroyl-CoA 2-hydroxylase	1.14.11.61 1.14.11.62
K23379	extracelluar matrix protein FRAS1
K23380	FRAS1-related extracelluar matrix protein 1/2
K23381	Poxvirus chemokine inhibitor
K23382	Simplexvirus envelope glycoprotein G
K23383	FRAS1-related extracellular matrix protein 3
K23384	indoleacetate decarboxylase	4.1.1.115
K23385	D-ornithine/D-lysine decarboxylase	4.1.1.116
K23386	PWWP domain-containing DNA repair factor 3
K23387	golgi to ER traffic protein 4
K23388	ubiquitin-like protein 4
K23389	killin
K23390	large proline-rich protein BAG6
K23391	MOCV1 interleukin 18 binding protein
K23392	HHV6 CCRs chemokine agonist
K23393	lipid II isoglutaminyl synthase (glutamine-hydrolysing)	6.3.5.13
K23394	demethylluteothin O-methyltransferase	2.1.1.353
K23395	GDP-mannose:di-myo-inositol-1,3'-phosphate beta-1,2-mannosyltransferase	2.4.1.361
K23396	alpha-(1->3) branching sucrase	2.4.1.362
K23397	5-hydroxydodecatetraenal 1-aminotransferase	2.6.1.115
K23398	activating signal cointegrator 1
K23399	MAX gene-associated protein
K23400	doublecortin domain-containing protein 1
K23401	nesprin-4
K23402	protein chibby 1
K23403	spermatid-associated protein
K23404	transmembrane anterior posterior transformation protein 1
K23405	doublecortin domain-containing protein 2
K23406	chromatin complexes subunit BAP18
K23407	GATA zinc finger domain-containing protein 1
K23408	cell division cycle-associated protein 7
K23409	alpha-2-HS-glycoprotein
K23410	histidine-rich glycoprotein
K23411	fetuin-B
K23412	neuroserpin
K23413	anosmin-1
K23414	phenolphthiocerol/phthiocerol/phthiodiolone dimycocerosyl transferase	2.3.1.282
K23415	2'-acyl-2-O-sulfo-trehalose (hydroxy)phthioceranyltransferase	2.3.1.283
K23416	3'-(hydroxy)phthioceranyl-2'-palmitoyl(stearoyl)-2-O-sulfo-trehalose (hydroxy)phthioceranyltransferase	2.3.1.284
K23417	serine protease inhibitor Kazal-type 1
K23418	serine protease inhibitor Kazal-type 2
K23419	serine protease inhibitor Kazal-type 4
K23420	serine protease inhibitor Kazal-type 5
K23421	Kunitz-type protease inhibitor 2
K23422	Kunitz-type protease inhibitor 3
K23423	Kunitz-type protease inhibitor 4
K23424	protein O-mannosyl-transferase	2.4.1.-
K23425	leukocyte elastase inhibitor
K23426	YLDV 134R protein
K23427	Poxvirus chemokine receptor 7L
K23428	TPV TNF binding protein 2L
K23429	serpin E3
K23430	serpin I2
K23431	HHV6 CC-chemokine receptor U12
K23432	HHV7 CC-chemokine receptor U12
K23433	HHV6 G-protein coupled receptor homolog U51
K23434	HHV7 G-protein coupled receptor homolog U51
K23435	cytosolic carboxypeptidase protein 1	3.4.17.24
K23436	cytosolic carboxypeptidase protein 4	3.4.17.24
K23437	cytosolic carboxypeptidase protein 2/3	3.4.17.-
K23438	cytosolic carboxypeptidase protein 5	3.4.17.24
K23439	cytosolic carboxypeptidase protein 6	3.4.17.24
K23440	serine protease 56	3.4.21.-
K23441	hepatocyte growth factor-like protein
K23442	ameloblastin
K23443	amelogenin
K23444	enamelin
K23445	calsequestrin 2
K23446	D-ornithine---citrate ligase	6.3.2.58
K23447	staphyloferrin A synthase	6.3.2.57
K23448	MFS transporter, DHA1 family, staphyloferrin A biosynthesis exporter
K23449	triadin
K23450	sarcoplasmic reticulum histidine-rich calcium-binding protein
K23451	dihydrosphingosine 1-phosphate phosphatase	3.1.3.-
K23452	UDP-glucosyltransferase 85A	2.4.1.-
K23453	RSV tyrosine-protein kinase transforming protein Src	2.7.10.2
K23454	HTLV-1 gag-pro-pol polyprotein	2.7.7.7 2.7.7.49 3.1.26.4
K23455	collagen type VIII alpha
K23456	cilla- and flagella-associated protein
K23457	corneodesmosin
K23458	repressible acid phosphatase	3.1.3.2
K23459	killer cell lectin-like receptor subfamily A member 4
K23460	Rab proteins geranylgeranyltransferase component A
K23461	rhomboid	3.4.21.105
K23462	flavin-dependent trigonelline monooxygenase, reductase component	1.5.1.36
K23463	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase	1.2.1.-
K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	1.14.14.-
K23465	(E)-2-((N-methylformamido)methylene)succinate hydrolase	3.5.1.-
K23466	GntR family transcriptional regulator, trigonelline degradation regulator
K23467	trigonelline permease
K23468	calsequestrin 1
K23469	G2/mitotic-specific cyclin 2
K23470	4-hydroxyphenylacetate 3-hydroxylase, reductase component	1.5.1.36
K23471	src kinase-associated phosphoprotein 2
K23472	serine/threonine protein kinase YpkA	2.7.11.1
K23473	outer membrane virulence protein YopE
K23474	tyrosine-protein phosphatase YopH	3.1.3.48
K23475	transloator
K23476	transloator
K23477	protein YopQ
K23478	outer membrane protein YopM
K23479	CCAAT/enhancer binding protein (C/EBP), other
K23480	zinc finger protein 362/384
K23481	vacuolar protein sorting-associated protein 1
K23482	beta-crystallin
K23483	gamma-crystallin
K23484	dynamin 2	3.6.5.5
K23485	alternative squalene epoxidase	1.14.19.-
K23486	9,11-endoperoxide prostaglandin H2 reductase	1.1.1.-
K23487	Ena/VASP-like protein
K23488	Ras-associated and pleckstrin homology domains-containing protein 1
K23489	HGF/MSP/plasminogen-like protein
K23490	cytochrome b5
K23491	catenin delta-2
K23492	4-hydroxyphenylacetate 3-monooxygenase	1.14.14.9
K23493	geissoschizine synthase	1.3.1.36
K23494	alstonine synthase	1.14.14.-
K23495	RCC1-like G exchanging factor-like protein
K23496	neugrin
K23497	mitochondrial mRNA pseudouridine synthase TRUB2	5.4.99.-
K23498	peptide chain release factor
K23499	required for meiotic nuclear division protein 1
K23500	sideroflexin-1/3
K23501	sideroflexin-2
K23502	sideroflexin-4
K23503	sideroflexin-5
K23504	protein SERAC1
K23505	complex I assembly factor TIMMDC1
K23506	apoptogenic protein 1
K23507	mitochondrial dynamics protein MID51/49
K23508	galactofuranose transport system substrate-binding protein
K23509	galactofuranose transport system permease protein
K23510	riboflavin transport system substrate-binding protein
K23511	riboflavin transport system permease protein
K23512	riboflavin transport system permease protein
K23513	riboflavin transport system ATP-binding protein
K23514	RNA polymerase sigma-19 factor, ECF subfamily
K23515	lignin peroxidase	1.11.1.14
K23516	xanthine dioxygenase	1.14.11.48
K23517	cyclopentanone monooxygenase	1.14.13.16
K23518	O-acetyl-ADP-ribose deacetylase	3.1.1.106
K23519	2,4-diacetylphloroglucinol hydrolase	3.7.1.24
K23520	ginsenoside 20-O-glucosyltransferase	2.4.1.363
K23521	protopanaxadiol-type ginsenoside 3-O-glucosyltransferase	2.4.1.364
K23522	protopanaxadiol-type ginsenoside-3-O-glucoside 2''-O-glucosyltransferase	2.4.1.365
K23523	ginsenoside F1 6-O-glucosyltransferase	2.4.1.366
K23524	ginsenoside 6-O-glucosyltransferase	2.4.1.367
K23525	oleanolate 3-O-glucosyltransferase	2.4.1.368
K23526	aromatic O-demethylase, cytochrome P450 subunit	1.14.14.-
K23527	aromatic O-demethylase, reductase subunit	1.6.2.-
K23528	p-benzoquinone reductase (NADPH)	1.6.5.6
K23529	2-hydroxy-1,4-benzoquinone reductase	1.6.5.7
K23530	hydropyrene/hydropyrenol/isoelisabethatriene synthase	4.2.3.201 4.2.3.202 4.2.3.203
K23531	calcium-binding protein 1/2/4/5
K23532	WD repeat and FYVE domain-containing protein 2
K23533	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein
K23534	protein phosphatase	3.1.3.16
K23535	general nucleoside transport system permease protein
K23536	general nucleoside transport system permease protein
K23537	general nucleoside transport system ATP-binding protein
K23538	ELMO domain-containing protein
K23539	protein unc-119
K23540	golgi integral membrane protein 4
K23541	Ca2+/H+ antiporter, TMEM165/GDT1 family
K23542	TMEM199 family protein
K23543	coiled-coil domain-containing protein 115
K23544	serine incorporator 1/3
K23545	sugar transport system substrate-binding protein
K23546	sugar transport system permease protein
K23547	sugar transport system ATP-binding protein
K23548	uptake hydrogenase small subunit	1.12.99.6
K23549	uptake hydrogenase large subunit	1.12.99.6
K23550	sialidase	3.2.1.18
K23551	fascin 1
K23552	post-GPI attachment to proteins factor 2
K23553	post-GPI attachment to proteins factor 3
K23554	GRAM domain-containing protein 4
K23555	lipase maturation factor 1
K23556	4beta-methylsterol monooxygenase	1.14.13.246
K23557	3beta-hydroxysteroid-4beta-carboxylate 3-dehydrogenase (decarboxylating)	1.1.1.417
K23558	plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase	1.1.1.418
K23559	microRNA 19b
K23560	zinc finger homeobox protein 2
K23561	dual specificity protein kinase CLK1/4	2.7.12.1
K23562	ER membrane protein complex subunit 1
K23563	ER membrane protein complex subunit 2
K23564	ER membrane protein complex subunit 3
K23565	ER membrane protein complex subunit 4
K23566	membrane magnesium transporter 1
K23567	ER membrane protein complex subunit 6
K23568	ER membrane protein complex subunit 7
K23569	ER membrane protein complex subunit 8/9
K23570	ER membrane protein complex subunit 10
K23571	insulin-like growth factor-binding protein 9
K23572	microRNA 34c
K23573	dentin sialophosphoprotein
K23574	cochlin
K23575	insulin-like growth factor-binding protein 2
K23576	insulin-like growth factor-binding protein 4
K23577	insulin-like growth factor-binding protein 5
